stat,filename,set,combo_1,combo_2,combo_3,combo_4,combo_5,combo_6,combo_7,combo_8,combo_9,combo_10,combo_11,combo_12,combo_13,combo_14,combo_15,combo_16,combo_17,combo_18,combo_19,combo_20,combo_21,combo_22,combo_23,combo_24,combo_25
speed,set015-A1_397.txt,15,0.27,7.99,5.06,5.1,0.78,1.34,4.5,2.63,2.59,0.27,5.05,2.28,0.27,0.27,0.27,2.59,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27
distance,set015-A1_397.txt,15,3.14,4.4,5.65,9.42,5.65,5.03,8.17,6.28,4.4,2.51,8.8,6.91,3.14,2.51,2.51,4.4,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51
trough,set015-A1_434.txt,15,36,131,12,11,11,19,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
speed,set015-A1_434.txt,15,2.63,1.79,0.2,0.12,0.12,2.48,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12
distance,set015-A1_434.txt,15,16.34,75.4,3.14,2.51,2.51,7.54,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51
trough,set015-A2_120.txt,15,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
speed,set015-A2_120.txt,15,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16
distance,set015-A2_120.txt,15,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88
trough,set015-A2_124.txt,15,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201
speed,set015-A2_124.txt,15,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33
distance,set015-A2_124.txt,15,2631.95,2631.95,2631.95,2631.95,2631.95,2631.95,2631.95,2631.95,2631.95,2631.95,2631.95,2631.95,2631.95,2631.95,2631.95,2631.95,2631.95,2631.95,2631.95,2631.95,2631.95,2631.95,2631.95,2631.95,2631.95
trough,set015-A2_139.txt,15,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
speed,set015-A2_139.txt,15,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29
distance,set015-A2_139.txt,15,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28
trough,set015-A2_214.txt,15,2384,2384,2384,2384,2384,2384,2384,2384,2384,2384,2384,2384,2384,2384,2384,2384,2384,2384,2384,2384,2384,2384,2384,2384,2384
speed,set015-A2_214.txt,15,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39
distance,set015-A2_214.txt,15,1497.24,1497.24,1497.24,1497.24,1497.24,1497.24,1497.24,1497.24,1497.24,1497.24,1497.24,1497.24,1497.24,1497.24,1497.24,1497.24,1497.24,1497.24,1497.24,1497.24,1497.24,1497.24,1497.24,1497.24,1497.24
trough,set015-A2_221.txt,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
speed,set015-A2_221.txt,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set015-A2_221.txt,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trough,set015-A2_269.txt,15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
speed,set015-A2_269.txt,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set015-A2_269.txt,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trough,set015-A2_313.txt,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
speed,set015-A2_313.txt,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set015-A2_313.txt,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trough,set015-A2_428.txt,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
speed,set015-A2_428.txt,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set015-A2_428.txt,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trough,set015-A2_432.txt,15,691,691,691,691,691,691,691,691,691,691,691,691,691,691,691,691,691,691,691,691,691,691,691,691,691
speed,set015-A2_432.txt,15,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24
distance,set015-A2_432.txt,15,432.27,432.27,432.27,432.27,432.27,432.27,432.27,432.27,432.27,432.27,432.27,432.27,432.27,432.27,432.27,432.27,432.27,432.27,432.27,432.27,432.27,432.27,432.27,432.27,432.27
trough,set015-A2_5.txt,15,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
speed,set015-A2_5.txt,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set015-A2_5.txt,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trough,set015-A3_261.txt,15,1205,1205,1205,1206,1206,1205,1206,1206,1206,1206,1206,1206,1206,1206,1206,1206,1206,1206,1206,1206,1206,1206,1206,1206,1206
speed,set015-A3_261.txt,15,0.52,0.52,0.52,0.53,0.53,0.52,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53
distance,set015-A3_261.txt,15,753.33,753.33,753.33,753.96,753.96,753.33,753.96,753.96,753.96,753.96,753.96,753.96,753.96,753.96,753.96,753.96,753.96,753.96,753.96,753.96,753.96,753.96,753.96,753.96,753.96
trough,set015-A3_344.txt,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
speed,set015-A3_344.txt,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set015-A3_344.txt,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trough,set015-A3_390.txt,15,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
speed,set015-A3_390.txt,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set015-A3_390.txt,15,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63
trough,set015-A3_406.txt,15,13781,13774,13769,13765,13762,13772,13767,13764,13761,13756,13765,13762,13757,13747,13730,13763,13751,13744,13723,13710,13747,13730,13716,13706,13701
speed,set015-A3_406.txt,15,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.3,0.31
distance,set015-A3_406.txt,15,8656.09,8651.69,8647.92,8644.78,8642.89,8650.43,8646.04,8644.15,8642.27,8638.5,8644.78,8642.89,8639.13,8632.21,8621.53,8643.52,8635.98,8630.33,8616.51,8608.97,8632.21,8621.53,8612.11,8604.57,8598.29
trough,set015-A3_431.txt,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
speed,set015-A3_431.txt,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set015-A3_431.txt,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trough,set015-A4_104.txt,15,1,2,1,1,1,2,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0
speed,set015-A4_104.txt,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set015-A4_104.txt,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trough,set015-A4_146.txt,15,14,15,12,11,8,15,12,10,7,5,11,8,6,5,4,8,5,5,4,4,5,4,4,4,4
speed,set015-A4_146.txt,15,1.3,5.87,0.82,0.84,1.16,5.85,0.82,0.84,0,0,0.84,1.16,0,0,0,1.16,0,0,0,0,0,0,0,0,0
distance,set015-A4_146.txt,15,4.4,5.03,4.4,3.77,2.51,5.03,4.4,3.14,1.26,0.63,3.77,2.51,0.63,0.63,0.63,2.51,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63
trough,set015-A4_184.txt,15,22,22,22,21,20,22,21,20,20,20,21,20,20,20,19,20,20,19,19,19,20,19,19,19,18
speed,set015-A4_184.txt,15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
distance,set015-A4_184.txt,15,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,5.65,6.28,6.28,5.65,5.65,5.65,6.28,5.65,5.65,5.65,5.65
trough,set015-A4_213.txt,15,29,23,25,24,23,24,25,24,22,20,24,23,20,19,19,23,20,19,19,18,19,19,19,18,18
speed,set015-A4_213.txt,15,0.47,0.48,1.35,1.35,1.27,0.48,1.35,1.27,0.48,0.48,1.35,1.27,0.48,0.48,0.48,1.27,0.48,0.48,0.48,0.23,0.48,0.48,0.48,0.23,0.23
distance,set015-A4_213.txt,15,8.8,5.65,6.91,6.91,6.91,6.28,6.91,6.91,6.28,6.28,6.91,6.91,6.28,6.28,6.28,6.91,6.28,6.28,6.28,5.65,6.28,6.28,6.28,5.65,5.65
trough,set015-A4_222.txt,15,10,9,9,8,5,9,8,7,5,4,8,5,4,3,3,5,3,3,3,3,3,3,3,3,3
speed,set015-A4_222.txt,15,3.26,2.27,2.4,0.61,0,2.27,0.61,0.61,0,0,0.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set015-A4_222.txt,15,3.77,3.14,3.14,2.51,0.63,3.14,2.51,1.88,0.63,0.63,2.51,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63
trough,set015-A4_228.txt,15,1180,1178,1178,1178,1176,1178,1178,1176,1174,1173,1176,1176,1174,1172,1172,1174,1173,1172,1172,1169,1172,1172,1170,1168,1167
speed,set015-A4_228.txt,15,0.23,0.23,0.23,0.23,0.24,0.23,0.23,0.24,0.23,0.22,0.23,0.24,0.24,0.22,0.22,0.23,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22
distance,set015-A4_228.txt,15,735.11,734.48,734.48,734.48,734.48,734.48,734.48,734.48,733.23,732.6,733.85,734.48,733.23,732.6,732.6,733.23,732.6,732.6,732.6,731.34,732.6,732.6,731.34,730.71,730.71
trough,set015-A4_231.txt,15,38,35,36,33,24,34,33,27,24,23,32,26,23,23,23,24,23,23,23,23,23,23,23,23,23
speed,set015-A4_231.txt,15,0.72,0.76,3.48,1.36,0.2,0.55,1.36,0.2,0.2,0.2,1.1,0.2,0.2,0.2,0.19,0.2,0.2,0.2,0.19,0.2,0.2,0.2,0.2,0.2,0.2
